"pt_id"	"type"	"prep_no"	"sort_well"	"sort_plate"	"FACS_code"	"uniquely_mapped_percent"	"num_splices"	"num_GCAG_splices"	"insertion_length"	"deletion_length"	"unmapped_tooshort_percent"	"avg_mapped_read_length"	"deletion_rate"	"mismatch_rate"	"avg_input_read_length"	"num_ATAC_splices"	"num_annotated_splices"	"num_GTAG_splices"	"uniquely_mapped"	"multimapped_toomany"	"unmapped_mismatches"	"unmapped_mismatches_percent"	"total_reads"	"unmapped_other"	"insertion_rate"	"unmapped_other_percent"	"multimapped_percent"	"multimapped"	"num_noncanonical_splices"	"unmapped_tooshort"	"multimapped_toomany_percent"	"Assigned"	"Unassigned_Unmapped"	"Unassigned_MappingQuality"	"Unassigned_Chimera"	"Unassigned_FragmentLength"	"Unassigned_Duplicate"	"Unassigned_MultiMapping"	"Unassigned_Secondary"	"Unassigned_NonSplit"	"Unassigned_NoFeatures"	"Unassigned_Overlapping_Length"	"Unassigned_Ambiguity"
"7205_PRI_20_H4_P2"	"7205"	"PRI"	20	"H4"	"P2"	"CD56+ CD127-"	69.13	154425	1251	1.35	1.54	16.67	246.1	0.01	0.37	249	34	148508	151814	437969	35	0	0	633558	127	0.01	0.02	14.17	89800	1326	105627	0.01	251907	0	0	0	0	101490	170188	0	0	107915	0	8542
"7205_PRI_20_H5_P2"	"7205"	"PRI"	20	"H5"	"P2"	"CD56+ CD127-"	64.07	162157	1073	1.45	1.48	14.39	245.84	0.01	0.37	249	66	155979	160150	373640	100	0	0	583178	117	0.01	0.02	21.5	125403	868	83918	0.02	222972	0	0	0	0	110955	227530	0	0	83331	0	8328
"7205_PRI_20_H6_P2"	"7205"	"PRI"	20	"H6"	"P2"	"CD56+ CD127-"	64.5	179529	1538	1.36	1.47	10.7	245.92	0.01	0.4	249	228	174248	176745	478278	84	0	0	741469	148	0.01	0.02	24.76	183594	1018	79365	0.01	275806	0	0	0	0	173782	312749	0	0	110078	0	10525
"7207_PRI_29_A1_P2"	"7207"	"PRI"	29	"A1"	"P2"	"CD56+ CD127+"	64.78	279652	2209	1.48	1.8	19.72	295.03	0.01	0.41	301	98	270018	274923	710141	109	0	0	1096280	1315	0.01	0.12	15.38	168599	2422	216116	0.01	352508	0	0	0	0	230391	303995	0	0	190450	0	15711
"7207_PRI_29_A2_P2"	"7207"	"PRI"	29	"A2"	"P2"	"CD56- CD127+"	65.56	534619	3493	1.53	1.65	14.99	294.55	0.01	0.43	301	325	520906	528416	783640	203	0	0	1195283	1434	0.01	0.12	19.31	230868	2385	179138	0.02	464360	0	0	0	0	246070	398201	0	0	164131	0	31095
"7207_PRI_29_A3_P2"	"7207"	"PRI"	29	"A3"	"P2"	"CD56+ CD127-"	68.12	678604	3761	1.42	1.63	12.41	294.77	0.01	0.44	301	384	661223	671292	895479	163	0	0	1314611	1183	0.01	0.09	19.37	254631	3167	163155	0.01	533933	0	0	0	0	257510	453638	0	0	192937	0	41884
"7207_PRI_29_A4_P2"	"7207"	"PRI"	29	"A4"	"P2"	"CD56+ CD127+"	64.68	414317	2478	1.45	1.7	25.22	294.96	0.01	0.4	301	388	402071	408028	791184	44	0	0	1223285	734	0.01	0.06	10.04	122777	3423	308546	0	434096	0	0	0	0	253265	228117	0	0	133018	0	20915
"7207_PRI_29_A5_P2"	"7207"	"PRI"	29	"A5"	"P2"	"CD56+ CD127-"	65.16	511234	2716	1.36	1.64	21.54	294.99	0.01	0.4	301	405	498437	505346	916596	249	0	0	1406788	422	0.01	0.03	13.26	186506	2767	303015	0.02	512516	0	0	0	0	319522	324480	0	0	150551	0	26791
"7207_PRI_29_A6_P2"	"7207"	"PRI"	29	"A6"	"P2"	"CD56+ CD127-"	69.87	656416	4455	1.44	1.56	12.51	295.41	0.01	0.43	301	786	642715	648532	863267	74	0	0	1235551	247	0.01	0.02	17.6	217406	2643	154557	0.01	537991	0	0	0	0	224776	379640	0	0	175198	0	33075
"7207_PRI_29_A7_P2"	"7207"	"PRI"	29	"A7"	"P2"	"CD56+ CD127-"	74.4	502441	2969	1.31	1.59	14.59	295.5	0.01	0.44	301	416	492741	497053	650128	21	0	0	873886	175	0.01	0.02	10.99	96017	2003	127545	0	425810	0	0	0	0	140328	190093	0	0	95284	0	21374
"7207_PRI_29_A8_P2"	"7207"	"PRI"	29	"A8"	"P2"	"CD56+ CD127-"	66.84	295613	1727	1.37	1.71	16	295.6	0.01	0.47	301	233	286729	291981	520536	243	0	0	778763	1090	0.01	0.14	16.99	132308	1672	124586	0.03	304394	0	0	0	0	136069	242932	0	0	123465	0	13340
"7207_PRI_29_A9_P2"	"7207"	"PRI"	29	"A9"	"P2"	"CD56+ CD127-"	68.33	474217	4160	1.45	1.51	16.83	295.48	0.01	0.41	301	400	459384	466854	851699	77	0	0	1246379	623	0.01	0.05	14.78	184215	2803	209765	0.01	495046	0	0	0	0	256044	330694	0	0	162155	0	24009
"7207_PRI_29_A10_P2"	"7207"	"PRI"	29	"A10"	"P2"	"CD56+ CD127-"	70.61	490536	3417	1.43	1.54	14.94	295.09	0.01	0.41	301	549	479025	483872	724091	40	0	0	1025466	308	0.01	0.03	14.42	147867	2698	153160	0	447353	0	0	0	0	167628	271399	0	0	146107	0	25504
"7207_PRI_29_A11_P2"	"7207"	"PRI"	29	"A11"	"P2"	"CD56+ CD127+"	70.35	285837	2059	1.39	1.54	15.7	295.28	0.01	0.42	301	363	277753	281564	568927	39	0	0	808719	404	0.01	0.05	13.9	112405	1851	126944	0	319859	0	0	0	0	130605	210749	0	0	147007	0	14881
"7207_PRI_29_A12_P2"	"7207"	"PRI"	29	"A12"	"P2"	"CD56+ CD127-"	72.46	316006	2139	1.45	1.6	16.68	295.34	0.01	0.46	301	409	307248	311532	583795	122	0	0	805730	806	0.01	0.1	10.74	86554	1926	134453	0.02	347263	0	0	0	0	121926	172837	0	0	125544	0	15724
"7207_PRI_29_B1_P2"	"7207"	"PRI"	29	"B1"	"P2"	"CD56+ CD127+"	71.4	428297	3691	1.43	1.6	18.7	295.3	0.01	0.42	301	372	417680	421027	864217	102	0	0	1210438	484	0.01	0.04	9.86	119308	3207	226327	0.01	472591	0	0	0	0	218549	232060	0	0	188461	0	26165
"7207_PRI_29_B2_P2"	"7207"	"PRI"	29	"B2"	"P2"	"CD56+ CD127-"	70.37	474362	2706	1.32	1.77	18.63	294.8	0.01	0.48	301	331	462235	468441	735541	125	0	0	1045282	418	0.01	0.04	10.96	114515	2884	194683	0.01	451740	0	0	0	0	170927	224406	0	0	128610	0	25136
"7207_PRI_29_B4_P2"	"7207"	"PRI"	29	"B4"	"P2"	"CD56+ CD127-"	58.52	337382	1218	1.27	1.58	26.71	294.1	0.01	0.49	301	248	330589	335289	353147	36	0	0	603432	241	0	0.04	14.72	88854	627	161154	0.01	246442	0	0	0	0	97742	170458	0	0	28766	0	16105
"7207_PRI_29_B5_P2"	"7207"	"PRI"	29	"B5"	"P2"	"CD56- CD127+"	65.93	297950	2342	1.42	1.75	16.11	294.63	0.01	0.43	301	160	289489	292996	498848	161	0	0	756626	1210	0.01	0.16	17.78	134541	2452	121866	0.02	273036	0	0	0	0	117217	245058	0	0	153499	0	13398
"7207_PRI_29_B6_P2"	"7207"	"PRI"	29	"B6"	"P2"	"CD56+ CD127-"	69.42	199409	1639	1.36	1.62	18.4	295.39	0.01	0.44	301	177	194251	196339	375145	96	0	0	540408	324	0.01	0.06	12.1	65396	1254	99447	0.02	233106	0	0	0	0	71838	127886	0	0	79262	0	10571
"7207_PRI_29_B7_P2"	"7207"	"PRI"	29	"B7"	"P2"	"CD56+ CD127+"	68.5	175732	1499	1.4	1.77	16.12	295.38	0.01	0.45	301	176	169862	172551	378215	74	0	0	552123	497	0.01	0.09	15.28	84348	1506	88989	0.01	205789	0	0	0	0	77416	162121	0	0	115510	0	8720
"7207_PRI_29_B8_P2"	"7207"	"PRI"	29	"B8"	"P2"	"CD56+ CD127+"	71.52	159445	1399	1.37	1.61	15.74	295.85	0.01	0.44	301	96	154907	156860	294032	72	0	0	411120	165	0.01	0.04	12.68	52119	1090	64732	0.02	181886	0	0	0	0	45626	107070	0	0	69647	0	9852
"7207_PRI_29_B9_P2"	"7207"	"PRI"	29	"B9"	"P2"	"CD56+ CD127+"	71.82	79932	627	1.41	1.73	17.91	295.83	0.02	0.45	301	123	77183	78160	214192	62	0	0	298243	298	0.01	0.1	10.14	30254	1022	53437	0.02	117839	0	0	0	0	29579	64548	0	0	69055	0	3215
"7207_PRI_29_B10_P2"	"7207"	"PRI"	29	"B10"	"P2"	"CD56+ CD127-"	68	152967	930	1.38	1.72	18.57	295.3	0.01	0.49	301	121	147525	151038	336644	98	0	0	495058	347	0.01	0.07	13.34	66042	878	91927	0.02	199973	0	0	0	0	61875	135680	0	0	84239	0	8423
"7207_PRI_29_B11_P2"	"7207"	"PRI"	29	"B11"	"P2"	"CD56+ CD127-"	65.96	131281	1147	1.38	1.56	15.19	295.76	0.01	0.42	301	91	126285	129196	281757	29	0	0	427187	128	0.01	0.03	18.82	80391	847	64882	0.01	166529	0	0	0	0	65832	147950	0	0	72346	0	6881
"7207_PRI_29_B12_P2"	"7207"	"PRI"	29	"B12"	"P2"	"CD56+ CD127+"	67.27	42714	249	1.44	1.52	17.12	295.25	0.01	0.51	301	31	41579	42153	89841	9	0	0	133557	187	0.01	0.14	15.47	20660	281	22860	0.01	57175	0	0	0	0	9621	43278	0	0	24295	0	1802
"7207_PRI_29_C1_P2"	"7207"	"PRI"	29	"C1"	"P2"	"CD56+ CD127+"	63.1	82184	483	1.35	1.63	18.98	295.33	0.01	0.43	301	53	79978	81157	153128	13	0	0	242665	194	0.01	0.08	17.83	43261	491	46069	0.01	100332	0	0	0	0	29895	83945	0	0	30120	0	4352
"7207_PRI_29_C2_P2"	"7207"	"PRI"	29	"C2"	"P2"	"CD56+ CD127-"	68.3	74374	594	1.41	1.6	16.63	295.28	0.01	0.47	301	70	72118	73064	151634	23	0	0	222006	200	0.01	0.09	14.97	33224	646	36925	0.01	92142	0	0	0	0	18387	68008	0	0	43301	0	4489
"7207_PRI_29_C3_P2"	"7207"	"PRI"	29	"C3"	"P2"	"CD56+ CD127+"	70.44	142074	1305	1.34	1.59	17.48	295.8	0.01	0.44	301	37	136831	139473	331134	2	0	0	470127	47	0.01	0.01	12.08	56786	1259	82158	0	197195	0	0	0	0	63717	111323	0	0	78502	0	7990
"7207_PRI_29_C4_P2"	"7207"	"PRI"	29	"C4"	"P2"	"CD56+ CD127-"	65.99	162156	1167	1.38	1.6	17.92	295.05	0.01	0.48	301	115	156620	159584	316067	76	0	0	478971	479	0.01	0.1	15.98	76522	1290	85827	0.02	187429	0	0	0	0	62443	149028	0	0	82574	0	7873
"7207_PRI_29_C5_P2"	"7207"	"PRI"	29	"C5"	"P2"	"CD56+ CD127-"	61.03	132366	975	1.37	2.2	16.67	294.86	0.02	0.42	301	118	128570	130462	243581	25	0	0	399142	319	0.01	0.08	22.22	88692	811	66525	0.01	152938	0	0	0	0	66698	162944	0	0	51416	0	6863
"7207_PRI_29_C6_P2"	"7207"	"PRI"	29	"C6"	"P2"	"CD56+ CD127-"	64.37	298088	1842	1.35	1.63	17.05	294.88	0.01	0.42	301	239	292295	294713	427258	74	0	0	663702	199	0.01	0.03	18.53	122991	1294	113180	0.01	273031	0	0	0	0	117966	218950	0	0	77024	0	13170
"7207_PRI_29_C7_P2"	"7207"	"PRI"	29	"C7"	"P2"	"CD56+ CD127+"	74.04	364848	2424	1.39	1.65	13.17	295.54	0.01	0.44	301	328	356243	359121	538201	45	0	0	726868	218	0.01	0.03	12.76	92720	2975	95684	0.01	335838	0	0	0	0	84046	184674	0	0	128115	0	20681
"7207_PRI_29_C8_P2"	"7207"	"PRI"	29	"C8"	"P2"	"CD56- CD127+"	66.8	167540	1368	1.44	1.59	21.35	295.25	0.01	0.42	301	171	161631	164181	470567	80	0	0	704468	634	0.01	0.09	11.75	82784	1820	150403	0.01	242779	0	0	0	0	124835	155645	0	0	122654	0	9946
"7207_PRI_29_C9_P2"	"7207"	"PRI"	29	"C9"	"P2"	"CD56+ CD127-"	63.39	241659	1664	1.26	1.75	22.65	294.78	0.01	0.47	301	233	235255	238614	293752	23	0	0	463436	185	0	0.04	13.92	64505	1148	104971	0	205756	0	0	0	0	58166	131380	0	0	37626	0	13072
"7207_PRI_29_C10_P2"	"7207"	"PRI"	29	"C10"	"P2"	"CD56+ CD127+"	72.57	417729	2595	1.36	1.62	14.31	295.02	0.01	0.47	301	521	406005	412451	618386	49	0	0	852116	426	0.01	0.05	13.07	111329	2162	121926	0.01	381335	0	0	0	0	112342	220693	0	0	140479	0	24959
"7207_PRI_29_C11_P2"	"7207"	"PRI"	29	"C11"	"P2"	"CD56+ CD127+"	75.23	466996	3188	1.4	1.6	12.92	295.69	0.01	0.43	301	397	454847	460211	741865	30	0	0	986193	296	0.01	0.03	11.83	116645	3200	127357	0	440998	0	0	0	0	127455	219019	0	0	190885	0	25138
"7207_PRI_29_C12_P2"	"7207"	"PRI"	29	"C12"	"P2"	"CD56- CD127+"	71.38	272466	2318	1.42	1.54	16.79	295.7	0.01	0.41	301	331	264432	268144	517520	31	0	0	725056	217	0.01	0.03	11.8	85570	1673	121718	0	309584	0	0	0	0	120939	158130	0	0	104971	0	12772
"7207_PRI_29_D1_P2"	"7207"	"PRI"	29	"D1"	"P2"	"CD56+ CD127+"	70.3	240008	1641	1.42	1.72	13.95	295.62	0.01	0.42	301	173	233304	236493	446927	33	0	0	635777	318	0.01	0.05	15.7	99798	1701	88701	0.01	245550	0	0	0	0	88630	187055	0	0	138787	0	11245
"7207_PRI_29_D2_P2"	"7207"	"PRI"	29	"D2"	"P2"	"CD56+ CD127-"	63.45	254530	1705	1.37	1.61	15.8	295.15	0.01	0.45	301	271	246561	251379	386375	99	0	0	608972	305	0.01	0.05	20.68	125963	1175	96230	0.02	246942	0	0	0	0	120468	222084	0	0	66050	0	10042
"7207_PRI_29_D3_P2"	"7207"	"PRI"	29	"D3"	"P2"	"CD56+ CD127-"	58.53	210861	1310	1.35	1.66	14.83	295.17	0.01	0.41	301	270	205193	208184	366345	37	0	0	625862	375	0.01	0.06	26.58	166328	1097	92777	0.01	226326	0	0	0	0	146563	277532	0	0	69922	0	9650
"7207_PRI_29_D4_P2"	"7207"	"PRI"	29	"D4"	"P2"	"CD56- CD127+"	67	213017	1314	1.34	1.52	15.18	294.94	0.01	0.51	301	164	206320	210192	374191	71	0	0	558473	391	0.01	0.07	17.74	99053	1347	84767	0.01	214328	0	0	0	0	75139	180008	0	0	112200	0	10720
"7207_PRI_29_D5_P2"	"7207"	"PRI"	29	"D5"	"P2"	"CD56+ CD127-"	71.78	222926	1462	1.41	1.59	17.24	295.59	0.01	0.45	301	216	215732	219742	451313	31	0	0	628701	63	0.01	0.01	10.95	68874	1506	108420	0	263386	0	0	0	0	75973	145019	0	0	117808	0	12517
"7207_PRI_29_D6_P2"	"7207"	"PRI"	29	"D6"	"P2"	"CD56+ CD127-"	69.59	201223	1131	1.4	1.63	18.08	295.16	0.01	0.44	301	258	195175	198489	392177	77	0	0	563565	620	0.01	0.11	12.21	68837	1345	101854	0.01	232997	0	0	0	0	74108	131701	0	0	97439	0	9835
"7207_PRI_29_D7_P2"	"7207"	"PRI"	29	"D7"	"P2"	"CD56- CD127+"	69.39	203714	1488	1.4	1.8	16.78	295.47	0.01	0.44	301	344	197638	200215	423161	40	0	0	609869	427	0.01	0.07	13.75	83872	1667	102369	0.01	244962	0	0	0	0	89137	160267	0	0	107208	0	10571
"7207_PRI_29_D8_P2"	"7207"	"PRI"	29	"D8"	"P2"	"CD56+ CD127-"	66.9	223794	1624	1.36	1.72	19.64	294.97	0.01	0.5	301	260	216996	220521	381047	47	0	0	569603	342	0.01	0.06	13.39	76297	1389	111870	0.01	243141	0	0	0	0	75055	148832	0	0	75670	0	11215
"7207_PRI_29_D9_P2"	"7207"	"PRI"	29	"D9"	"P2"	"CD56+ CD127-"	66.72	252780	1679	1.42	1.65	19.82	295.05	0.01	0.42	301	292	246677	249834	432325	74	0	0	647979	259	0.01	0.04	13.4	86849	975	128472	0.01	269610	0	0	0	0	100440	167460	0	0	79966	0	12529
"7207_PRI_29_D10_P2"	"7207"	"PRI"	29	"D10"	"P2"	"CD56+ CD127+"	69.76	197322	1668	1.36	1.52	24.03	295.71	0.01	0.42	301	229	192212	194025	540401	6	0	0	774668	387	0.01	0.05	6.16	47736	1400	186138	0	286234	0	0	0	0	142761	95617	0	0	111339	0	11149
"7207_PRI_29_D11_P2"	"7207"	"PRI"	29	"D11"	"P2"	"CD56+ CD127+"	72.09	257459	1429	1.39	1.57	18.45	295.47	0.01	0.45	301	152	248782	253742	532044	68	0	0	738065	369	0.01	0.05	9.4	69409	2136	136175	0.01	301499	0	0	0	0	99954	142404	0	0	137140	0	13130
"7207_PRI_29_D12_P2"	"7207"	"PRI"	29	"D12"	"P2"	"CD56+ CD127+"	71.66	395027	2405	1.41	1.63	13.23	295.14	0.01	0.45	301	273	384343	390154	595257	83	0	0	830689	581	0.01	0.07	15.03	124886	2195	109882	0.01	368628	0	0	0	0	118888	235398	0	0	137718	0	19481
"7207_PRI_29_E1_P2"	"7207"	"PRI"	29	"E1"	"P2"	"CD56+ CD127+"	54.93	297512	1721	1.55	1.62	20.92	294.4	0.01	0.41	301	293	290336	294302	412400	105	0	0	750819	751	0.01	0.1	24.03	180455	1196	157108	0.01	268574	0	0	0	0	181721	294606	0	0	49187	0	13633
"7207_PRI_29_E2_P2"	"7207"	"PRI"	29	"E2"	"P2"	"CD56+ CD127+"	59.22	264561	1362	1.41	1.56	21.12	294.92	0.01	0.35	301	91	257875	261304	487323	62	0	0	822855	1975	0.01	0.24	19.4	159664	1804	173831	0.01	285679	0	0	0	0	194592	273362	0	0	76966	0	12547
"7207_PRI_29_E3_P2"	"7207"	"PRI"	29	"E3"	"P2"	"CD56+ CD127-"	55.45	122069	623	1.29	1.64	22.79	294.6	0.01	0.35	301	3	118919	120642	358918	18	0	0	647248	129	0.01	0.02	21.73	140663	801	147520	0	199055	0	0	0	0	170249	230637	0	0	58430	0	5131
"7207_PRI_29_E4_P2"	"7207"	"PRI"	29	"E4"	"P2"	"CD56+ CD127-"	65.44	351599	1823	1.39	1.69	14.91	295.28	0.01	0.42	301	319	343234	347953	527809	116	0	0	806578	484	0.01	0.06	19.57	157854	1504	120315	0.01	330332	0	0	0	0	155725	280334	0	0	99180	0	16916
"7207_PRI_29_E5_P2"	"7207"	"PRI"	29	"E5"	"P2"	"CD56+ CD127+"	49.57	245600	2261	1.37	1.69	13.38	294.07	0.01	0.44	301	276	238833	241986	404085	23	0	0	815184	163	0.01	0.02	37.03	301852	1077	109061	0	239334	0	0	0	0	274143	465214	0	0	72129	0	11198
"7207_PRI_29_E6_P2"	"7207"	"PRI"	29	"E6"	"P2"	"CD56+ CD127-"	56.56	250040	1766	1.31	1.66	14.03	294.53	0.01	0.41	301	189	244036	247106	394154	36	0	0	696860	139	0.01	0.02	29.39	204812	979	97719	0.01	239558	0	0	0	0	178840	334470	0	0	79911	0	12030
"7207_PRI_29_E7_P2"	"7207"	"PRI"	29	"E7"	"P2"	"CD56+ CD127+"	73.49	298445	2224	1.42	1.57	14.51	295.69	0.01	0.43	301	207	290179	293699	521304	51	0	0	709367	142	0.01	0.02	11.97	84934	2315	102936	0.01	311607	0	0	0	0	83672	170057	0	0	137952	0	14775
"7207_PRI_29_E8_P2"	"7207"	"PRI"	29	"E8"	"P2"	"CD56+ CD127-"	67.12	252066	1934	1.43	1.69	16.64	295.51	0.01	0.45	301	248	245443	248134	469113	89	0	0	698925	629	0.01	0.09	16.14	112829	1750	116265	0.01	286515	0	0	0	0	113650	202766	0	0	100487	0	15075
"7207_PRI_29_E9_P2"	"7207"	"PRI"	29	"E9"	"P2"	"CD56+ CD127+"	64.52	100300	970	1.44	1.6	17.19	295.9	0.01	0.62	301	39	96849	98733	225701	54	0	0	349834	280	0.01	0.08	18.19	63643	558	60156	0.02	132773	0	0	0	0	49714	118037	0	0	59934	0	4681
"7207_PRI_29_E10_P2"	"7207"	"PRI"	29	"E10"	"P2"	"CD56+ CD127+"	68.93	153035	1371	1.39	1.6	18.43	295.45	0.01	0.42	301	83	148042	150318	361061	73	0	0	523808	157	0.01	0.03	12.6	65984	1263	96533	0.01	205528	0	0	0	0	74499	131251	0	0	92042	0	8927
"7207_PRI_29_E11_P2"	"7207"	"PRI"	29	"E11"	"P2"	"CD56+ CD127+"	66.16	180920	1621	1.43	1.67	16.08	295.44	0.01	0.41	301	195	175246	177598	405011	90	0	0	612173	674	0.01	0.11	17.63	107923	1506	98475	0.01	217189	0	0	0	0	98917	197015	0	0	124335	0	8605
"7207_PRI_29_E12_P2"	"7207"	"PRI"	29	"E12"	"P2"	"CD56+ CD127+"	60.3	172824	1810	1.32	1.69	19.26	295.3	0.01	0.4	301	106	166367	169934	338371	16	0	0	561188	112	0.01	0.02	20.42	114610	974	108079	0	199117	0	0	0	0	106700	202629	0	0	75261	0	7614
"7207_PRI_29_F1_P2"	"7207"	"PRI"	29	"F1"	"P2"	"CD56+ CD127-"	63.27	173776	1341	1.42	1.75	19.56	295.3	0.01	0.41	301	84	168434	171282	362983	35	0	0	573697	401	0.01	0.07	17.1	98104	1069	112174	0.01	213490	0	0	0	0	97029	176841	0	0	83331	0	9067
"7207_PRI_29_F2_P2"	"7207"	"PRI"	29	"F2"	"P2"	"CD56- CD127+"	63.35	224982	1786	1.38	1.72	15.79	295.17	0.01	0.42	301	228	218648	222085	336908	94	0	0	531846	213	0.01	0.04	20.8	110615	883	84016	0.02	219678	0	0	0	0	92982	198150	0	0	62140	0	10801
"7207_PRI_29_F3_P2"	"7207"	"PRI"	29	"F3"	"P2"	"CD56- CD127+"	68.84	193687	1603	1.39	1.55	17.76	295.83	0.01	0.39	301	99	188103	191046	372901	15	0	0	541713	379	0.01	0.07	13.33	72213	939	96205	0	221813	0	0	0	0	76016	135366	0	0	89314	0	10646
"7207_PRI_29_F4_P2"	"7207"	"PRI"	29	"F4"	"P2"	"CD56+ CD127+"	70.59	305837	2067	1.3	1.71	17.69	295.24	0.01	0.44	301	242	297733	302186	526865	53	0	0	746321	224	0.01	0.03	11.67	87120	1342	132059	0.01	323384	0	0	0	0	109492	163895	0	0	108282	0	16067
"7207_PRI_29_F5_P2"	"7207"	"PRI"	29	"F5"	"P2"	"CD56+ CD127-"	49.93	143491	1067	1.39	1.71	15.36	293.39	0.01	0.41	301	78	137332	141226	440739	186	0	0	882663	618	0.01	0.07	34.62	305566	1120	135554	0.02	204384	0	0	0	0	295661	471316	0	0	129635	0	8049
"7207_PRI_29_F6_P2"	"7207"	"PRI"	29	"F6"	"P2"	"CD56+ CD127-"	54.43	58895	420	1.45	1.51	22.34	294.38	0.01	0.45	301	0	55796	57753	429379	170	0	0	788866	868	0.01	0.11	23.09	182149	722	176300	0.02	180093	0	0	0	0	223570	296754	0	0	123164	0	3571
"7207_PRI_29_F7_P2"	"7207"	"PRI"	29	"F7"	"P2"	"CD56- CD127+"	59.62	207512	1691	1.5	1.62	17.8	294.85	0.01	0.41	301	115	202104	204625	417974	47	0	0	701112	70	0.01	0.01	22.57	158221	1081	124800	0.01	244680	0	0	0	0	153525	268151	0	0	90246	0	9704
"7207_PRI_29_F8_P2"	"7207"	"PRI"	29	"F8"	"P2"	"CD56+ CD127+"	70.05	243906	2050	1.43	1.52	19.63	295.72	0.01	0.38	301	433	237397	239446	600415	30	0	0	857084	343	0.01	0.04	10.28	88088	1977	168208	0	316361	0	0	0	0	157251	167023	0	0	146701	0	11029
"7207_PRI_29_F9_P2"	"7207"	"PRI"	29	"F9"	"P2"	"CD56+ CD127-"	66.93	218000	1475	1.34	1.54	18.77	295.41	0.01	0.41	301	74	211705	215041	399828	33	0	0	597343	239	0.01	0.04	14.25	85148	1410	112095	0.01	245827	0	0	0	0	104332	154736	0	0	73322	0	9049
"7207_PRI_29_F10_P2"	"7207"	"PRI"	29	"F10"	"P2"	"CD56+ CD127-"	62.27	189420	1384	1.26	1.48	17.02	295.22	0.01	0.44	301	188	184555	186756	339893	72	0	0	545872	273	0.01	0.05	20.65	112699	1092	92935	0.01	206094	0	0	0	0	103421	202059	0	0	69971	0	8940
"7207_PRI_29_F11_P2"	"7207"	"PRI"	29	"F11"	"P2"	"CD56+ CD127-"	71.97	334902	2321	1.36	1.7	16.57	294.92	0.01	0.48	301	231	326870	330960	428936	26	0	0	595970	119	0.01	0.02	11.44	68152	1390	98737	0	292081	0	0	0	0	69298	139510	0	0	69582	0	16699
"7207_PRI_29_F12_P2"	"7207"	"PRI"	29	"F12"	"P2"	"CD56+ CD127+"	63.82	198388	893	1.45	1.69	19.8	295.5	0.01	0.46	301	223	190765	196128	338576	23	0	0	530504	477	0.01	0.09	16.29	86403	1144	105025	0	208464	0	0	0	0	81738	157558	0	0	72273	0	9142
"7207_PRI_29_G2_P2"	"7207"	"PRI"	29	"G2"	"P2"	"CD56+ CD127+"	71.67	235375	1594	1.43	1.64	12.08	295.4	0.01	0.42	301	192	228003	231899	429136	99	0	0	598738	180	0.01	0.03	16.2	96981	1690	72342	0.02	234522	0	0	0	0	73800	185642	0	0	143882	0	11988
"7207_PRI_29_G3_P2"	"7207"	"PRI"	29	"G3"	"P2"	"CD56+ CD127-"	62.38	176458	1586	1.28	1.76	18.26	295.48	0.01	0.39	301	58	171194	173910	339231	56	0	0	543845	272	0.01	0.05	19.29	104934	904	99352	0.01	212109	0	0	0	0	105557	188274	0	0	59418	0	7500
"7207_PRI_29_G4_P2"	"7207"	"PRI"	29	"G4"	"P2"	"CD56+ CD127-"	71.34	357823	2784	1.26	1.56	16.18	295.68	0.01	0.44	301	409	348675	352405	596239	54	0	0	835785	334	0.01	0.04	12.44	103967	2225	135191	0.01	372851	0	0	0	0	119745	200206	0	0	124826	0	16961
"7207_PRI_29_G5_P2"	"7207"	"PRI"	29	"G5"	"P2"	"CD56+ CD127-"	61.08	226789	1071	1.35	1.59	18.63	295.35	0.01	0.4	301	269	220148	224196	367081	62	0	0	601028	361	0.01	0.06	20.23	121573	1253	111951	0.01	229936	0	0	0	0	119142	217938	0	0	62050	0	10812
"7207_PRI_29_G6_P2"	"7207"	"PRI"	29	"G6"	"P2"	"CD56+ CD127+"	62.02	177606	1201	1.49	1.46	19.73	295.34	0.01	0.4	301	201	172160	175494	342612	29	0	0	552432	276	0.01	0.05	18.19	100487	710	109028	0.01	202837	0	0	0	0	96838	186439	0	0	75915	0	8788
"7207_PRI_29_G7_P2"	"7207"	"PRI"	29	"G7"	"P2"	"CD56+ CD127+"	61.11	192351	1275	1.46	1.65	20.28	295.15	0.01	0.4	301	178	185667	189924	379699	186	0	0	621385	621	0.01	0.1	18.49	114886	974	125993	0.03	224207	0	0	0	0	133175	202971	0	0	66092	0	8455
"7207_PRI_29_G8_P2"	"7207"	"PRI"	29	"G8"	"P2"	"CD56+ CD127-"	63.81	268638	2481	1.38	1.6	17.89	295.04	0.01	0.4	301	114	260358	264228	577287	19	0	0	904706	90	0.01	0.01	18.28	165424	1815	161886	0	320405	0	0	0	0	197362	282665	0	0	128929	0	12285
"7207_PRI_29_G10_P2"	"7207"	"PRI"	29	"G10"	"P2"	"CD56+ CD127-"	50.06	33852	293	1.22	1.52	23.55	294.36	0.01	0.4	301	3	32143	33261	238615	63	0	0	476630	477	0.01	0.1	26.28	125248	295	112227	0.01	117491	0	0	0	0	138756	211006	0	0	46537	0	1220
